,,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
20388,20030701,-0.37,0.11,0.4,0.66,0.97,0.7,0.43,1.01,1.2,0.58
20389,20030702,1.93,1.09,1.15,1.49,1.18,1.15,0.81,1.27,1.22,2.27
20390,20030703,-0.9,-0.78,-0.83,-0.88,-0.91,-0.46,-0.84,-0.59,-0.81,-0.5
20391,20030707,2.18,1.87,1.01,2.48,1.31,1.45,1.65,2.46,1.99,2.99
20392,20030708,1.36,1.45,0.36,0.76,0.3,0.03,-0.04,0.63,0.53,1.2
20393,20030709,0.78,0.02,-0.34,-0.68,-1.02,-0.29,-0.51,-0.28,-0.17,0.42
20394,20030710,-2.51,-1.25,-1.52,-1.5,-0.87,-1.16,-0.96,-1.73,-1.09,-1.8
20395,20030711,0.69,1.12,0.91,1.05,1.05,0.36,1.27,0.98,1.32,0.65
20396,20030714,0.03,0.69,0.76,0.69,0.59,0.49,0.67,0.72,0.84,1.44
20397,20030715,0.19,0.13,-0.51,-0.27,-0.37,-0.61,-0.09,-0.55,-0.43,-0.83
20398,20030716,-1.17,-0.13,-0.84,-0.2,-0.37,-0.24,-0.78,-1.06,-0.93,-0.99
20399,20030717,-2.96,-1.68,-1.91,-1.04,-0.8,-1.07,-1.57,-1.4,-1.06,-2.92
20400,20030718,1.46,1.28,1.37,0.75,0.78,1.23,1.06,1.27,0.99,0.88
20401,20030721,-1.74,-1.71,-0.96,-0.82,-1.72,-1.42,-1.64,-1.28,-1.53,-1.42
20402,20030722,2.5,1.26,1.23,0.59,1.12,0.84,1.12,0.98,0.56,1.06
20403,20030723,0.47,0.43,0.3,0.03,0.2,-0.15,0.31,0.06,-0.14,1.02
20404,20030724,-0.84,-1.22,-0.48,-0.49,-0.28,-0.81,-0.5,-0.64,-0.99,-0.45
20405,20030725,1.68,1.18,2.06,1.24,1.94,1.34,1.55,1.41,1.38,0.97
20406,20030728,1.13,0.62,-0.08,-0.15,-0.21,-0.08,-0.42,-0.58,0.54,0.79
20407,20030729,0.11,-1.01,-1.06,-0.33,-0.74,-0.59,-0.65,-0.28,-0.48,-0.44
20408,20030730,0.23,0.07,0.35,0.02,0.2,-0.45,-0.24,-0.04,-0.86,-1.01
20409,20030731,0.69,0.59,0.85,0.37,0.18,-0.01,0.38,0.11,0.44,0.55
20410,20030801,-0.65,-0.89,-0.91,-1.2,-0.95,-1.15,-0.72,-0.96,-1.69,-1.12
20411,20030804,-0.33,0.29,-0.02,0.19,0.16,0.32,0.14,0.46,0.06,-0.58
20412,20030805,-1.93,-1.4,-1.7,-1.22,-1.38,-1.48,-1.62,-2.03,-1.98,-2.37
20413,20030806,0.02,-0.01,0.21,0.42,0.07,0.35,0.51,-0.08,-0.52,-1.16
20414,20030807,0.65,0.69,0.56,0.73,0.73,0.91,1.03,0.08,0.32,-0.25
20415,20030808,0.06,0.12,0.32,0.66,0.44,0.67,0.11,-0.4,0.48,0.43
20416,20030811,0.51,0.35,0.19,0.52,0,0.2,0.09,0.93,0.76,1.02
20417,20030812,0.86,0.82,0.74,0.59,0.7,1.17,0.82,1.59,1.59,1.89
20418,20030813,-0.04,-0.42,-0.63,-0.93,-0.61,-0.28,-0.8,-0.16,-0.3,-0.19
20419,20030814,0.6,1.05,0.95,0.17,0.57,0.38,0.62,0.63,0.77,0.6
20420,20030815,0.13,0.4,-0.12,0.07,0.02,0.19,0.15,0.15,0.02,0.19
20421,20030818,0.81,1.53,0.3,0.52,0.97,0.53,1.18,1.4,0.98,2.27
20422,20030819,1.06,0.35,0.29,-0.04,0.44,0.29,0.06,0.92,0.39,1.36
20423,20030820,-0.04,-0.34,-0.41,-0.18,-0.2,-0.03,0.13,0.08,-0.03,-0.38
20424,20030821,1.21,1.52,-0.12,-0.34,0.24,0.4,0.6,0.86,0.32,1.38
20425,20030822,-1.36,-0.86,-1.29,-0.72,-1.05,-1.21,-1.16,-1.07,-0.86,-1.56
20426,20030825,0.14,0.9,-0.14,0.27,0.29,-0.05,-0.13,-0.67,-0.36,-0.53
20427,20030826,0.78,0.29,0.26,0.32,0.2,0.25,0.01,0.39,0.47,0.25
20428,20030827,0.31,0.12,0.04,-0.08,-0.16,-0.08,0.09,0.62,0.36,1.08
20429,20030828,1,1.31,0.2,0.43,0.36,0.62,1.29,0.65,0.87,1.08
20430,20030829,0.61,0.65,0.25,0.35,0.42,0.69,0.57,0.57,0.62,0.78
20431,20030902,1.64,1.46,1.16,1.46,1.63,1.68,0.83,1.35,1.33,1.69
20432,20030903,0.79,0.24,0.46,1.05,0.8,-0.26,0.5,0.43,0.26,-0.18
20433,20030904,0.22,0.14,0.62,0.12,0.05,0.14,-0.12,-0.12,0.14,0.89
20434,20030905,-0.63,-0.53,-0.6,-0.5,-0.62,-0.6,-0.88,-0.73,-0.68,-0.23
20435,20030908,1.75,0.64,0.92,0.8,0.89,1.31,1.17,0.58,1.14,1.68
20436,20030909,-0.81,-1.06,-0.67,-1,-0.63,-0.79,-0.8,-0.46,-0.81,-0.9
20437,20030910,-1.57,-1.18,-0.65,-0.79,-1.01,-1.04,-1.29,-1.79,-2.48,-2.28
20438,20030911,0.66,0.56,0.55,0.67,0.35,0.27,0.81,0.65,0.82,1.02
20439,20030912,0.17,-0.12,-0.09,0.19,0.28,0.38,0.05,0.29,0.54,0.44
20440,20030915,-0.57,-0.3,-0.34,-0.21,-0.49,-0.3,-0.17,-0.38,-0.52,-0.3
20441,20030916,0.83,0.46,1.09,1.2,1.06,1.45,1.39,1.36,2.11,2.32
20442,20030917,0.2,0.41,-0.45,-0.65,-0.89,-0.27,-0.11,0.01,-0.25,0.22
20443,20030918,0.71,0.82,1.01,1.5,1,1.01,1.39,1.51,1.77,1.39
20444,20030919,-0.39,-0.45,-0.07,-0.26,-0.13,-0.58,0.14,-0.24,-0.31,-0.07
20445,20030922,-1.23,-0.89,-0.75,-1.67,-1.33,-1.07,-1.35,-1.44,-1.41,-1.77
20446,20030923,0.11,0.22,0.51,0.74,0.61,-0.35,0.78,0.95,1.01,1.29
20447,20030924,-1.41,-1.22,-1.58,-1.94,-1.14,-1.42,-1.75,-2.04,-2.66,-3.18
20448,20030925,-1.24,-0.33,-0.74,-0.34,-0.67,-0.56,-0.57,-1.15,-1.32,-1.51
20449,20030926,-0.9,-0.45,-0.34,-0.57,-0.62,-0.72,-0.78,-1.26,-0.92,-1.9
20450,20030929,0.86,0.67,0.58,0.67,1.12,0.83,0.33,1.23,1.3,1.92
20451,20030930,-0.26,-0.71,-0.31,-1.43,-0.56,-0.6,-0.88,-1.28,-1.48,-1.66
20452,20031001,1.77,1.62,1.94,2.11,2.28,2.29,2.29,2.64,2.24,2.25
20453,20031002,0.31,0.11,0.31,0.37,0.11,0.25,0.08,0.36,0.23,0.84
20454,20031003,0.04,0.35,0.21,0.47,1.38,0.84,1.2,0.75,2.1,2.91
20455,20031006,0.28,0.11,0.47,0.4,0.29,0.46,0.6,0.47,0.6,1.06
20456,20031007,0.13,0.35,0.64,0.23,0.23,0.28,0.77,0.52,0.59,1.23
20457,20031008,-0.58,-0.29,-0.46,-0.54,-0.38,-0.8,-0.77,0.09,-0.41,-0.71
20458,20031009,0.03,0.31,0.23,0.46,0.46,0.58,0.63,0.6,1.3,1.13
20459,20031010,-0.31,-0.02,-0.11,-0.13,0.03,-0.64,-0.15,0.08,0.32,0.1
20460,20031013,0.92,0.39,0.48,0.61,1.04,0.41,1.14,1.44,0.97,1.48
20461,20031014,0.74,0.57,0.17,0.36,0.57,0.27,0.27,0.39,0.62,0.51
20462,20031015,-0.6,-0.4,-0.27,0.28,-0.55,-0.4,-0.52,-0.29,-0.35,-0.56
20463,20031016,0.32,0.39,0.63,0.33,0.26,-0.09,0.28,-0.04,0.23,0.77
20464,20031017,-0.62,-0.64,-0.64,-0.81,-0.96,-1.27,-1.36,-1.58,-1.71,-2.05
20465,20031020,0.29,0.68,0.14,0.52,0.35,0.24,0,0.78,1.04,0.11
20466,20031021,-0.19,0.26,-0.18,-0.13,0.11,-0.01,0.17,0.4,0.87,1.55
20467,20031022,-1.42,-0.84,-1.81,-0.85,-1.57,-1.13,-1.86,-1.84,-1.88,-2.44
20468,20031023,0.55,0.41,0.65,0.57,0.32,0.17,0.28,0.28,-0.77,-0.83
20469,20031024,-0.08,-0.23,-0.03,-1.61,-0.3,-0.32,-0.19,-0.33,-0.49,-0.79
20470,20031027,0.32,0.27,0.06,0.39,-0.38,0.85,0.59,0.76,1.04,1.28
20471,20031028,1.28,0.89,1.3,1.24,1.17,1.43,1.84,1.96,2.59,2.98
20472,20031029,-0.12,0.33,-0.31,0,0.81,0.48,0.53,0.44,0.55,0.85
20473,20031030,-0.11,-0.31,-0.19,-0.56,0.04,0.33,0,0.17,0.15,-0.36
20474,20031031,0.97,0.96,0.05,0.38,0.26,0.14,-0.04,0.26,0.04,-0.33
20475,20031103,0.02,0.68,1.06,0.48,0.66,1.15,1.18,0.93,2.18,1.65
20476,20031104,-1.07,-0.56,-0.81,-0.25,-0.36,-0.26,-0.33,-0.22,-0.44,0.36
20477,20031105,-0.19,-0.17,-0.22,-0.23,0,-0.24,-0.09,0.26,0.48,0.36
20478,20031106,0.11,0.42,0.47,0.56,0.71,0.63,0.76,0.47,1.34,0.21
20479,20031107,-0.18,-0.42,-0.28,0.3,-0.59,-0.6,-0.52,-0.22,-0.66,-0.21
20480,20031110,0,-0.26,-0.59,-0.06,-0.51,-0.66,-0.9,-1.13,-1.63,-2.29
20481,20031111,0.3,-0.12,-0.01,-0.01,-0.17,-0.43,-0.24,-0.16,-0.23,-1.19
20482,20031112,1.17,1.05,0.75,1.02,1.34,1.19,1.16,1.88,2.01,2.96
20483,20031113,0.79,0.49,-0.76,0.23,-0.19,0.11,-0.27,-0.54,0.09,0.25
20484,20031114,0.58,0.15,-0.66,-0.83,-1.11,-1.09,-1.31,-1.7,-1.64,-2.04
20485,20031117,-0.46,-0.53,-0.36,-0.62,-0.47,-0.89,-0.5,-1.2,-1.1,-1.83
20486,20031118,-0.6,-0.51,-0.74,-0.94,-0.46,-1.12,-1.34,-1.12,-1.2,-1.29
20487,20031119,0.32,0.72,0.66,0.72,1.34,0.65,0.64,0.92,1.1,0.67
20488,20031120,-0.95,-1.11,-0.56,-0.8,-0.7,-0.74,-0.44,-0.56,-0.7,-0.92
20489,20031121,-0.62,0.03,0.13,-0.19,0.23,0.34,0.75,0.65,0.56,0.52
20490,20031124,1.09,1.82,1.17,1.27,1.61,1.34,1.75,2.18,2.98,3.12
20491,20031125,0.01,0.05,0.38,0.57,0.47,0.1,0.27,0.25,0.26,0.86
20492,20031126,0.22,0.38,0.25,0.15,0.27,0.62,0.58,0.29,0.7,0.78
20493,20031128,-0.27,-0.1,0.05,-0.04,-0.07,0.04,0.26,0.13,0.59,0.95
20494,20031201,0.97,1.23,1.07,0.66,0.85,1.41,1.19,1.16,1.31,1.52
20495,20031202,0,-0.5,-0.3,0.21,0.12,-0.52,-0.28,-0.52,-0.38,-0.42
20496,20031203,0.24,-0.09,0.09,0.19,-0.26,-0.35,-0.42,-0.55,-1,-1.94
20497,20031204,0.69,1.09,0.62,0.19,0.5,0.38,0.27,-0.01,-0.51,-1.19
20498,20031205,-0.41,-0.4,-0.33,-0.42,-0.92,-0.88,-1.18,-1.12,-1.83,-1.23
20499,20031208,0.81,0.67,0.65,0.62,0.93,0.75,0.95,0.5,0.88,-0.19
20500,20031209,-0.51,0.07,-0.3,-0.69,-0.92,-1.05,-0.94,-1.37,-2.21,-3.04
20501,20031210,0.23,0.09,0.15,-0.12,-0.29,-0.75,-0.49,-0.76,-0.06,-1.34
20502,20031211,0.7,0.98,1.14,0.84,1.12,1.47,1.48,1.74,1.83,2.87
20503,20031212,0.13,0.67,0.24,-0.08,0.58,0.15,0.42,0.38,0.39,0.47
20504,20031215,-0.23,-0.3,-0.57,-0.38,-0.9,-0.67,-0.51,-0.98,-1.43,-1.79
20505,20031216,0.39,0.82,0.96,0.65,0.49,0.64,0.66,0.25,-0.13,-0.75
20506,20031217,0.19,0.22,0.2,0.05,-0.08,0.16,0.36,0.14,0.19,0.18
20507,20031218,1.35,1.1,1.03,0.57,1.32,1.37,0.71,1.43,2.11,2.38
20508,20031219,-0.01,-0.04,-0.11,0.09,0.09,0.16,-0.03,0,-0.52,-0.28
20509,20031222,0.43,0.19,0.55,0.21,0.48,0.26,1.13,0.25,0.43,-0.03
20510,20031223,0.27,0.36,0.08,0.26,0.33,0.17,0.12,0.46,0.81,1.21
20511,20031224,-0.09,-0.07,-0.27,-0.2,0.03,-0.28,-0.43,-0.17,-0.37,0.03
20512,20031226,0.22,0.25,0.12,0.05,0.15,0.19,0.17,0.35,0.13,0.45
20513,20031229,1.46,1.15,0.93,1.2,1.18,1.19,1.46,1.43,1.75,1.86
20514,20031230,0.53,0.21,0.07,0.06,0.01,0.01,0,-0.07,-0.21,-0.09
20515,20031231,0.48,0.11,0.12,0.14,0,-0.08,-0.19,-0.02,-0.24,-0.37
20516,20040102,0.29,-0.28,-0.39,-0.06,-0.13,-0.07,-0.45,-0.42,-0.41,0.36
20517,20040105,1.59,1.44,0.93,0.86,1.03,0.72,0.93,1.36,1.46,2.04
20518,20040106,0.12,0.38,-0.17,-0.04,-0.07,-0.03,0.32,0.51,0.81,0.74
20519,20040107,0.23,0.44,-0.01,0.11,0.35,-0.06,0.6,0.14,0.88,1.23
20520,20040108,0.59,0.08,0.1,0.52,0.51,0.26,0.8,0.16,1.2,0.61
20521,20040109,-1.57,-0.91,-0.89,-0.55,-0.48,-0.62,-0.72,-0.37,-0.69,-0.02
20522,20040112,0.61,0.48,0.46,0.33,0.17,0.48,0.88,0.36,1.06,1.47
20523,20040113,-0.57,-0.61,-0.39,-0.31,-0.6,-0.41,-0.38,-0.34,-0.8,-0.58
20524,20040114,1.19,0.56,0.52,0.73,1.06,0.9,0.76,0.98,0.67,0.76
20525,20040115,-0.07,-0.01,0.26,0.17,0.39,-0.13,0.29,0.37,-0.19,0.69
20526,20040116,0.07,0.3,0.28,0.63,1.12,0.34,0.85,0.91,1.78,1.67
20527,20040120,0.83,0.14,0.15,0.12,0.2,-0.59,-0.25,0.34,-0.11,1.19
20528,20040121,0.56,0.92,1.04,0.97,0.88,0.92,0.45,0.35,-0.1,-0.74
20529,20040122,-0.06,0.12,-0.5,-0.4,-0.6,-0.26,-0.22,-0.38,-0.48,-0.92
20530,20040123,-0.22,0.54,0.02,-0.09,-0.45,-0.36,-0.09,-0.29,-0.8,0.03
20531,20040126,1.05,0.89,1.05,1.29,1.35,0.97,0.96,1.06,1.59,1.28
20532,20040127,-0.79,-1.12,-0.82,-0.77,-0.7,-0.83,-0.86,-1.09,-1.45,-1.35
20533,20040128,-1.01,-1.43,-1.09,-1.18,-1.11,-1.68,-1.17,-2.15,-1.77,-2.32
20534,20040129,0.73,1.14,0.62,0.43,0.54,0.22,0.13,-0.42,-0.91,-1.73
20535,20040130,-0.52,-0.45,-0.28,-0.18,-0.4,0.07,-0.06,0,0.09,0.94
20536,20040202,0.7,0.68,0.69,0.39,0.32,-0.18,-0.16,0.03,-0.11,-0.52
20537,20040203,0.2,0.11,-0.11,0.31,-0.26,-0.26,-0.32,0.04,0.62,-0.58
20538,20040204,-0.19,-0.36,-0.32,-0.55,-0.84,-0.87,-1.05,-1.05,-3.16,-2.46
20539,20040205,0.25,0.22,-0.19,0.29,0.56,0.31,0.1,0.41,0.19,0.55
20540,20040206,0.44,1.09,0.81,1.17,0.58,1.23,1.95,1.97,2.87,3.22
20541,20040209,-0.27,-0.34,0.09,0.22,0.07,-0.16,-0.02,-0.22,-0.12,-0.09
20542,20040210,0.51,0.73,0.43,0.85,0.74,0.57,0.34,0.34,0.47,0.49
20543,20040211,0.41,0.66,1.07,0.78,0.16,1.62,1.63,2.15,0.97,1.19
20544,20040212,-0.06,-0.4,-0.52,-0.63,-0.5,-0.09,-0.45,-0.7,-0.62,-0.71
20545,20040213,-0.31,-0.5,-0.35,-0.71,-0.33,-0.61,-0.66,-0.6,-1.05,-1.21
20546,20040217,1.2,0.48,0.6,0.68,0.91,0.95,1.69,1.5,1.39,1.17
20547,20040218,-0.5,-0.46,-0.25,-0.37,-0.43,-0.4,-0.22,-0.56,-0.24,-0.42
20548,20040219,-0.07,-0.36,-0.32,-0.42,0.04,-0.67,-0.66,-0.93,-1.19,-1.86
20549,20040220,-0.04,-0.02,0.02,-0.2,-0.33,-0.47,-0.37,-0.63,-0.73,-0.92
20550,20040223,-0.01,-0.14,-0.56,0.16,-0.01,-0.27,-0.44,-1.36,-1.63,-2.32
20551,20040224,0.31,-0.17,-0.13,-0.03,-0.3,-0.09,-0.36,-0.03,-0.11,-0.77
20552,20040225,-0.07,0.18,0.27,0.55,0.1,0.69,0.97,0.77,1.37,1.84
20553,20040226,0.07,-0.02,-0.01,0.33,0.15,0.21,0.73,0.46,0.55,1.81
20554,20040227,0.14,-0.26,0.17,0.28,0.03,0.38,-0.17,-0.07,0.58,0.73
20555,20040301,0.81,0.85,0.84,0.98,0.78,0.97,1.12,1.5,1.63,1.41
20556,20040302,-0.59,-0.6,-0.41,-0.69,-0.52,-0.79,-0.46,-0.64,-0.6,-0.66
20557,20040303,0.47,0.14,0.2,0.1,0.51,0.09,-0.01,-0.29,0.06,-0.17
20558,20040304,0.41,0.13,0.21,0.06,0.3,0.24,0.53,0.88,1.1,1.52
20559,20040305,0.36,0.19,0.23,0.39,0.12,0.57,0.23,-0.18,0.37,0.37
20560,20040308,-0.39,-0.6,-0.22,-0.45,-1.51,-0.63,-0.73,-1.78,-1.36,-1.78
20561,20040309,-0.62,-0.29,-0.33,-0.63,-0.42,-0.62,-0.9,-0.76,-1.15,-2.08
20562,20040310,-1.45,-1.04,-1.39,-1.49,-1.45,-1.33,-1.65,-1.81,-2.12,-2.3
20563,20040311,-1.29,-1.4,-1.83,-1.45,-1.21,-1.56,-1.22,-0.9,-1.39,-1.64
20564,20040312,0.8,1.37,0.74,1.49,1.29,1.45,1.4,1.94,2.13,2.63
20565,20040315,-1.32,-1.26,-1.09,-1.44,-1.49,-1.61,-1.78,-2.06,-2.33,-2.87
20566,20040316,0.07,0.42,0.7,0.51,0.88,0.48,0.59,0.25,0.65,-0.39
20567,20040317,0.63,0.6,1.06,1.01,1.6,1.59,1.69,1.63,1.96,2.7
20568,20040318,-0.14,-0.13,-0.2,0.09,0.38,-0.36,-0.5,-0.67,-0.49,-0.52
20569,20040319,-0.8,-1.13,-0.9,-0.91,-1.09,-0.86,-1.1,-1.28,-1.02,-0.96
20570,20040322,-1.07,-1,-1.18,-1.35,-1.31,-1.53,-1.71,-1.68,-1.99,-2.91
20571,20040323,-0.53,0.16,-0.23,-0.08,-0.08,-0.04,0.01,0.13,0.11,-0.24
20572,20040324,-0.01,-0.52,-0.29,-0.3,-0.58,-0.63,0.31,-0.18,0.06,-0.08
20573,20040325,1.77,1.06,1.33,1.32,1.08,1.67,2.35,2.4,2.54,3.1
20574,20040326,-0.23,-0.08,0.15,0,-0.03,0.02,0.04,-0.13,0.17,0.67
20575,20040329,1.06,1.14,1.22,1.33,1.21,1.63,1.36,1.63,1.48,2.1
20576,20040330,-0.06,0.46,0.63,0.43,0.61,0.4,0.58,0.46,0.5,1.17
20577,20040331,-0.14,-0.19,0.17,0.46,-0.03,-0.01,-0.14,0.15,0.13,-0.09
20578,20040401,0.24,0.58,0.66,0.54,0.78,0.75,0.71,0.85,0.76,1.22
20579,20040402,1.06,0.86,0.41,0.41,0.13,0.99,1.33,1.29,1.19,2
20580,20040405,0.62,0.62,0.61,1,0.83,0.72,1.05,0.88,1.02,0.98
20581,20040406,-0.14,-0.08,-0.16,-0.11,-0.17,-0.21,-0.54,-0.97,-0.46,-0.79
20582,20040407,-0.66,-0.35,-0.53,-0.37,-0.34,-0.64,-1.02,-0.36,-0.4,-0.13
20583,20040408,-0.49,-0.15,0.2,-0.1,-0.22,-0.29,-0.05,0.21,-0.49,0.22
20584,20040412,0.56,0.44,0.56,0.67,0.54,0.27,0.6,0.43,0.37,0.32
20585,20040413,-0.91,-1.16,-1.14,-1.7,-1.78,-1.79,-1.75,-1.71,-2.05,-2.53
20586,20040414,1.04,-0.08,0.26,-0.4,-1.02,-0.64,-0.92,-0.33,-0.74,-0.76
20587,20040415,0.41,0.91,0.36,-0.06,-0.55,-0.33,-0.71,-0.67,-0.73,-0.97
20588,20040416,0.24,0.5,0.6,0.52,0.99,0.29,0.67,0.33,0.43,-0.3
20589,20040419,0.34,-0.03,0.18,-0.01,-0.23,0.04,0.36,0.59,0.72,1.3
20590,20040420,-1.43,-1.44,-1.44,-1.11,-1.32,-1.69,-1.86,-1.74,-1.63,-1.98
20591,20040421,0.52,0.5,0.42,0.51,0.6,0.25,0.41,1.03,1.58,1.01
20592,20040422,0.95,0.87,1.41,1.19,1.5,1.97,2.12,2.15,1.89,2.1
20593,20040423,0.64,0.01,-0.17,-0.19,-0.27,-0.2,0.28,-0.17,-0.38,-0.36
20594,20040426,-0.16,-0.43,-0.34,-0.52,-0.26,-0.53,-0.42,-0.66,-0.3,0.46
20595,20040427,0.21,0.45,0.56,0.29,0.27,0.19,0,-0.12,-0.29,-1.43
20596,20040428,-1.05,-1,-1.49,-1.48,-1.19,-1.43,-1.73,-1.83,-1.94,-2.68
20597,20040429,-0.38,-0.49,-0.59,-0.31,-0.34,-1.56,-1.47,-1.41,-1.32,-2.84
20598,20040430,-0.69,-0.45,-0.29,-0.22,-0.37,-0.77,-1.37,-0.45,-1.13,-1.9
20599,20040503,0.67,0.79,1.1,0.71,1.1,0.82,0.96,0.66,0.95,1.11
20600,20040504,-0.11,0.45,-0.08,-0.15,0.18,0.25,0.63,0.49,0.4,0.9
20601,20040505,-0.08,0.13,0.59,0.12,0.03,0.28,0.3,0.47,0.55,1.22
20602,20040506,-0.43,-0.7,-0.34,-0.8,-0.92,-1.11,-0.79,-1.03,-1.13,-1.62
20603,20040507,-1.07,-1.33,-1.57,-1.58,-1.64,-1.38,-1.45,-2.16,-1.57,-2.03
20604,20040510,-0.55,-0.74,-1.3,-1.48,-1.67,-1.3,-1.32,-2.15,-1.84,-2.36
20605,20040511,0.41,0.42,0.83,0.86,0.85,1.7,1.59,1.3,0.81,2.26
20606,20040512,0.12,0.35,0.37,0.22,-0.1,0.5,-0.11,0.02,-0.88,-0.16
20607,20040513,-0.13,-0.07,0.27,-0.25,-0.42,-0.02,-0.04,-0.01,-0.11,0.39
20608,20040514,-0.26,-0.39,0.37,0.31,-0.2,-0.37,-0.07,0.04,-0.37,-0.97
20609,20040517,-0.94,-0.87,-0.81,-0.95,-1.39,-1.13,-1.37,-1.55,-1.69,-1.78
20610,20040518,0.43,0.88,0.82,0.48,0.76,0.7,0.87,0.79,0.94,1.65
20611,20040519,-0.41,-0.26,-0.38,-0.1,-0.09,0.06,-0.36,-0.31,0.01,0.29
20612,20040520,-0.18,0.03,0.21,0.32,0.24,-0.07,-0.17,-0.37,-0.17,-0.43
20613,20040521,0.39,0.45,0.4,0.08,0.33,0.42,0.6,0.74,0.52,1.2
20614,20040524,0.17,0.19,0.14,0.12,0.49,-0.02,0.59,0.75,0.46,0.97
20615,20040525,1.39,1.26,1.42,1.84,1.6,1.66,2.15,2.25,2.15,2.3
20616,20040526,0.44,-0.05,0.45,0.05,0.39,0.16,0.28,0.73,0.48,0.51
20617,20040527,0.43,0.42,0.57,0.41,0.45,0.84,0.65,0.81,0.47,0.34
20618,20040528,-0.03,-0.16,0.03,-0.14,0.16,0.18,-0.02,0.06,0.21,0.27
20619,20040601,-0.11,-0.2,-0.21,0.27,-0.15,0.58,0.26,0.58,1.01,0.69
20620,20040602,0.32,0.23,0.52,0.39,0.29,0.37,0.36,-0.01,0,0.16
20621,20040603,-1,-0.52,-0.81,-0.88,-0.97,-0.83,-0.87,-0.98,-1.38,-1.61
20622,20040604,0.73,0.49,0.46,0.49,0.81,0.39,0.5,0.49,0.43,0.99
20623,20040607,1.54,1.26,1.39,1.51,2.1,1.38,1.7,1.73,1.66,2.08
20624,20040608,0.25,0.05,0.31,0.16,0.12,-0.19,0.15,-0.16,0.1,-0.03
20625,20040609,-1.22,-0.65,-0.75,-1.07,-1.16,-0.86,-1,-1.35,-1.88,-1.66
20626,20040610,0.2,0.42,0.46,0.22,0.53,0.28,0.48,0.3,0.26,0.25
20627,20040614,-1.69,-0.6,-0.84,-1.07,-0.86,-0.92,-1.28,-1.32,-1.16,-1.73
20628,20040615,0.86,0.57,0.59,0.54,0.49,0.78,1,0.97,1.14,1
20629,20040616,0.01,0.21,-0.07,0.2,0.24,0.07,0.17,0.09,0.54,0.31
20630,20040617,-0.61,0.37,-0.04,-0.2,-0.26,-0.09,-0.12,-0.24,-0.07,-0.44
20631,20040618,0.28,0.51,0.26,0.21,0.11,0.18,0.11,0.26,0.21,-0.62
20632,20040621,-0.79,-0.33,-0.32,-0.04,-0.44,-0.65,-0.32,-0.41,-0.65,-0.35
20633,20040622,0.32,-0.19,-0.02,0.46,0.3,0.63,0.75,1.14,0.8,1.11
20634,20040623,0.83,0.22,0.88,0.74,0.87,0.73,1.43,1.13,1.61,1.89
20635,20040624,-0.02,-0.3,-0.04,-0.22,-0.16,-0.54,-0.24,-0.76,-0.14,0.14
20636,20040625,-0.07,-0.7,-1.06,0.31,-0.46,-0.07,0.29,0.34,0.68,1.14
20637,20040628,-0.28,-0.04,0.1,-0.3,-0.03,-0.46,-0.6,-0.97,-0.23,-0.51
20638,20040629,0.27,0.29,0.19,0,0.42,0.18,0.58,0.57,0.32,0.5
20639,20040630,0.57,0.36,0.27,0.35,0.29,0.52,0.38,0.82,1.05,1.14
20640,20040701,-1.13,-1.35,-0.91,-1.06,-0.81,-0.81,-1.21,-1.21,-1.39,-1.22
20641,20040702,-0.18,-0.14,-0.26,-0.1,-0.1,-0.52,-0.3,-0.56,-0.19,-0.52
20642,20040706,-2.09,-1.13,-0.6,-1.04,-0.73,-0.45,-0.64,-0.96,-1.02,-1.68
20643,20040707,-0.01,0.33,0.02,-0.17,0.29,0.35,0.32,0.33,-0.1,0.24
20644,20040708,-1.17,-1,-0.67,-0.72,-0.95,-0.64,-0.95,-1.21,-1.44,-2.02
20645,20040709,0.45,0.17,0.18,0.42,0.4,0.46,0.33,0.42,0.2,0.04
20646,20040712,-0.13,0.18,0.13,0.4,0.25,-0.06,0.12,-0.21,-0.35,-0.68
20647,20040713,-0.31,-0.03,0.44,0.12,0.01,-0.11,0.3,0,0.37,0.16
20648,20040714,-0.53,-0.02,-0.62,-0.29,-0.84,-0.31,0.03,0.28,-0.07,-0.3
20649,20040715,-0.17,-0.65,-1.05,-0.23,-0.18,-0.13,0.23,0.16,0.1,-0.21
20650,20040716,-1.09,-0.54,-0.12,-0.59,-0.43,0.16,-0.79,-1.13,-0.95,-1.51
20651,20040719,-0.11,0.45,0.21,-0.09,0.07,-0.14,-0.75,-0.52,-0.58,-0.94
20652,20040720,1.64,1.08,0.9,0.5,0.36,0.72,0.53,0.59,1.22,1.97
20653,20040721,-1.77,-1.1,-0.6,-1.58,-1.57,-1.25,-1.86,-2.01,-2.37,-3.03
20654,20040722,1,0.21,0.55,0.05,-0.19,-0.18,-0.13,-0.25,-0.15,0.76
20655,20040723,-1.01,-0.63,-1.02,-1.29,-1.05,-1.2,-0.58,-1,-0.94,-1.54
20656,20040726,-0.48,0.27,-0.01,-0.25,-0.41,-0.44,-0.45,-0.81,-1,-1.84
20657,20040727,1.35,1.4,0.56,1.01,0.78,0.68,1.38,1.45,2.15,2.46
20658,20040728,-0.66,0.02,-0.11,0.02,0.2,-0.14,-0.14,-0.18,0.24,0.16
